4.76737,-2.74086,8
3.54392,-1.26141,51
5.05978,-3.05827,166
5.67032,-3.72668,425
3.66681,-1.52883,520
4.6717,-1.84397,524
4.25535,-1.87251,681
3.87372,-1.60918,834
6.11302,-4.86907,908
3.98109,-1.74151,1028
4.99861,-3.9619,1068
6.89877,-4.70072,1117
5.32907,-3.42981,1119
4.85765,-3.79941,1213
4.46775,-2.24277,1241
6.26334,-4.87211,1289
5.47602,-4.03857,1310
5.25108,-3.96865,1343
5.17271,-3.78192,1358
5.04216,-2.89134,1437
4.78047,-2.91833,1444
5.69406,-1.9067,1445
5.05186,-3.96622,1473
3.96229,-2.31697,1498
5.07172,-3.37086,1511
5.09963,-3.81623,1526
7.13609,-4.93224,1592
3.62251,-1.87183,1609
4.65215,-3.68302,1615
3.65293,-2.14492,1639
5.21811,-3.19889,1706
5.36148,-3.92903,1707
5.35007,-2.887,1730
4.44501,-2.50844,1739
3.74705,-1.61914,1745
4.43804,-2.16513,1776
6.65497,-4.82982,1810
4.68979,-2.82438,1831
7.13687,-5.54753,1845
3.93091,-2.73406,1877
5.2528,-2.72482,1887
5.10892,-3.22755,1946
5.24459,-4.03627,1995
4.78611,-2.61054,2000
5.6841,-4.0058,2011
5.47201,-4.20357,2307
5.80719,-4.39188,2376
4.26855,-2.02528,2784
5.27634,-4.19962,2880
6.17733,-4.19048,3073
4.78,-2.40213,3115
5.04758,-2.83021,3274
5.7837,-3.83145,3336
5.65473,-3.62039,3384
5.13621,-3.10715,3452
3.92279,-1.74317,3482
3.85331,-1.48463,3518
4.45696,-2.80039,3523
4.48148,-1.98598,3535
6.05501,-3.99744,3550
3.95438,-2.13524,3553
3.84274,-1.77641,3595
4.70075,-2.3514,3635
3.93366,-1.30432,3675
3.27604,-0.85081,3740
3.8697,-1.5191,3747
5.48065,-3.36982,3765
4.01126,-1.62156,3771
4.36913,-1.23863,3811
3.85358,-1.79898,3834
4.89188,-2.70943,3838
5.40842,-3.77956,3857
5.78882,-2.27266,3863
4.32332,-2.0522,3896
3.98659,-1.86092,3994
4.61931,-2.55409,4014
4.8224,-3.21773,4144
4.51903,-1.81838,4234
4.64111,-2.04723,4276
4.54132,-1.89142,4281
5.43522,-3.47394,4302
4.62462,-2.76918,4382
3.60701,-1.25944,4442
4.82107,-2.80873,4455
5.0132,-3.37735,4539
4.39437,-2.04337,4612
4.76927,-3.08075,4653
5.53608,-4.08341,4684
4.73705,-3.19574,4758
5.17079,-3.10531,4779
5.79277,-3.80395,4865
5.03654,-2.47776,4882
5.63659,-2.08249,4888
5.88143,-3.90891,4896
5.56546,-3.55721,5164
4.94632,-3.37196,5233
4.24657,-1.97314,5246
4.96872,-3.14918,5281
4.28502,-2.07836,5347
4.40349,-2.94984,5506
4.95886,-3.0807,5543
4.39178,-2.44426,5586
4.92913,-2.3447,5613
5.16616,-2.34115,5852
4.00767,-1.92191,6017
4.1315,-2.17358,6046
5.78538,-3.27298,6053
5.3025,-3.02569,6071
5.56664,-3.44182,6074
4.93795,-2.807,6139
6.41895,-4.40574,6151
4.67184,-2.1098,6155
5.18567,-2.66642,6186
4.12111,-2.03549,6260
4.55694,-2.84077,6263
4.54108,-2.78119,6283
5.19466,-3.10912,6293
3.79092,-1.86404,6300
5.06958,-3.36158,6306
4.54582,-2.89126,6357
4.917,-2.41234,6371
5.84296,-3.77778,6466
4.85467,-3.33387,6482
5.09837,-3.64809,6492
5.50025,-3.74499,6493
5.07631,-2.94583,6525
5.58275,-3.46565,6527
5.09856,-2.88093,6576
4.11947,-1.55891,6668
3.91125,-1.42586,6674
5.13296,-2.57664,6694
4.70123,-2.55472,6739
4.67154,-2.80693,6941
5.83168,-3.50413,6948
6.23494,-4.28669,6950
5.79321,-3.98859,6960
5.96233,-3.9428,6967
4.48233,-2.80479,6974
4.87863,-3.49809,6975
5.75472,-3.6681,6976
4.9752,-2.75656,6978
5.37693,-3.58174,6982
4.84575,-3.51518,6989
4.81966,-2.98162,6993
4.8803,-3.23578,6994
5.49157,-3.84911,6995
5.03532,-2.87228,6996
5.16413,-3.77989,7018
5.21811,-3.9781,7019
5.2337,-3.26093,7029
5.77587,-4.17171,7042
5.64598,-3.52398,7050
4.65941,-2.84704,7051
4.75639,-2.80285,7059
6.20593,-4.22558,7076
4.9864,-3.33956,7087
5.1191,-3.30044,7090
4.59889,-2.81675,7091
5.66431,-3.27857,7113
4.88648,-2.96567,7114
6.2302,-4.16693,7120
5.70706,-3.84182,7124
5.71763,-3.49629,7126
5.4423,-3.63989,7133
4.95033,-2.6938,7134
5.08893,-3.67679,7135
3.87863,-1.18629,7282
3.89451,-1.22808,7292
5.57899,-3.53832,7376
5.37071,-3.53681,7413
3.52389,-1.76805,7539
3.79259,-1.78043,7557
3.24883,-1.33794,7600
6.53888,-3.90129,7629
5.39394,-3.31806,7639
4.79311,-2.93532,7707
6.25989,-4.51082,7711
4.82931,-2.08866,7716
4.19734,-1.51788,7719
3.19022,-0.81861,7728
